,Plot,Plot.code,Classification,GS.Type,Site.Type,Site.Code,Genus.Code,Species.Code,Cultivar.Code,Species.Latin,Species.Common,DBH,Native_SLL,Native_ETF,Origin.Source,Comments
1407,UQAM,3,Private,Private Yards,Y,Y2058,PO,PODE,PODE,Populus Deltoides,Eastern Cottonwood,90.4,Y,Y,USDA/TC/LM,
1400,UQAM,3,Private,Private Yards,Y,Y2050,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,89.7,N,Y,USDA/TC/LM/Mortens,
1506,UQAM,3,Private,Private Yards,Y,Y2099,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,88.1,N,N,USDA/TC/LM,
242,UQAM,3,Private,Institutional,I,I2003,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,87.1,Y,Y,TC/LM,
1337,UQAM,3,Private,Private Yards,Y,Y2032,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,86.1,Y,Y,TC/LM,
1027,UQAM,3,Public,Streets,S,S2053,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,82.8,N,Y,USDA/TC/LM/Mortens,
1474,UQAM,3,Private,Private Yards,Y,Y2087,FR,FRAM,FRAM,Fraxinus americana,White Ash,82,Y,Y,USDA/TC/LM,
339,UQAM,3,Private,Institutional,I,I2008,AC,ACTA,ACTA,Acer tataricum,Tartarian Maple,79,N,N,USDA,
1480,UQAM,3,Private,Private Yards,Y,Y2091,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,78.4,N,Y,USDA/TC/LM/Mortens,
235,UQAM,3,Private,Institutional,I,I2003,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,77.1,Y,Y,TC/LM,
1033,UQAM,3,Public,Streets,S,S2053,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,77.1,Y,Y,TC/LM,
1456,UQAM,3,Private,Private Yards,Y,Y2080,AC,ACPL,ACPL,Acer platanoides,Norway Maple,74.3,N,N,USDA/TC,
337,UQAM,3,Private,Institutional,I,I2008,AC,ACTA,ACTA,Acer tataricum,Tartarian Maple,74.2,N,N,USDA,
342,UQAM,3,Private,Institutional,I,I2008,AC,ACTA,ACTA,Acer tataricum,Tartarian Maple,73,N,N,USDA,
237,UQAM,3,Private,Institutional,I,I2003,AC,ACPL,ACPL,Acer platanoides,Norway Maple,72.4,N,N,USDA/TC,
1009,UQAM,3,Public,Streets,S,S2051,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,70.2,Y,Y,TC/LM,
919,UQAM,3,Public,Streets,S,S2032,PO,PODE,PODE,Populus Deltoides,Eastern Cottonwood,69.6,Y,Y,USDA/TC/LM,
1092,UQAM,3,Public,Streets,S,S2063,PO,PODE,PODE,Populus Deltoides,Eastern Cottonwood,69.5,Y,Y,USDA/TC/LM,
1266,UQAM,3,Private,Private Yards,Y,Y2009,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,69.5,N,Y,USDA/TC/LM/Mortens,
137,UQAM,3,Private,Institutional,I,I2001,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,69.3,N,Y,USDA/LM,
246,UQAM,3,Private,Institutional,I,I2003,AC,ACPL,ACPL,Acer platanoides,Norway Maple,68.7,N,N,USDA/TC,
1010,UQAM,3,Public,Streets,S,S2051,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,67.6,Y,Y,TC/LM,
1072,UQAM,3,Public,Streets,S,S2058,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,67.6,N,Y,USDA/TC/LM/Mortens,
1053,UQAM,3,Public,Streets,S,S2057,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,67.2,Y,Y,TC/LM,
1011,UQAM,3,Public,Streets,S,S2051,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,64.3,Y,Y,TC/LM,
535,UQAM,3,Private,Institutional,I,I2010,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,62.2,N,Y,USDA/TC/LM/Mortens,
104,UQAM,3,Private,Private Yards,Y,Y2104,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,61.5,N,Y,USDA/TC/LM/Mortens,
1385,UQAM,3,Private,Private Yards,Y,Y2044,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,61,Y,Y,USDA/TC/Mortens/LM,
1148,UQAM,3,Public,Streets,S,S2081,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,59.4,Y,Y,TC/LM,
245,UQAM,3,Private,Institutional,I,I2003,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,58.5,Y,Y,TC/LM,
1288,UQAM,3,Private,Private Yards,Y,Y2016,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,57.8,N,Y,USDA/TC/LM/Mortens,
1357,UQAM,3,Private,Private Yards,Y,Y2035,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,57.3,Y,Y,TC/LM,
190,UQAM,3,Private,Institutional,I,I2001,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,57.2,N,Y,USDA/LM,
1356,UQAM,3,Private,Private Yards,Y,Y2035,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,56.9,Y,Y,TC/LM,
890,UQAM,3,Public,Streets,S,S2029,AC,ACPL,ACPL,Acer platanoides,Norway Maple,56.5,N,N,USDA/TC,
239,UQAM,3,Private,Institutional,I,I2003,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,56.3,Y,Y,TC/LM,
1013,UQAM,3,Public,Streets,S,S2052,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,56.3,Y,Y,TC/LM,
243,UQAM,3,Private,Institutional,I,I2003,AC,ACPL,ACPL,Acer platanoides,Norway Maple,55.9,N,N,USDA/TC,
247,UQAM,3,Private,Institutional,I,I2003,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,55.7,Y,Y,TC/LM,
886,UQAM,3,Public,Streets,S,S2029,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,55.5,N,Y,USDA/TC/LM/Mortens,
1111,UQAM,3,Public,Streets,S,S2068,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,55.5,Y,Y,TC/LM,
1016,UQAM,3,Public,Streets,S,S2052,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,55.2,Y,Y,TC/LM,
1069,UQAM,3,Public,Streets,S,S2058,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,55.1,Y,Y,USDA/TC/Mortens/LM,
1414,UQAM,3,Private,Private Yards,Y,Y2064,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,54.9,N,N,USDA/TC/LM,
96,UQAM,3,Pulbic,Alleyway,A,A2002,PO,PODE,PODE,Populus Deltoides,Eastern Cottonwood,54.8,Y,Y,USDA/TC/LM,
1031,UQAM,3,Public,Streets,S,S2053,AC,ACPL,ACPL,Acer platanoides,Norway Maple,54.8,N,N,USDA/TC,
1130,UQAM,3,Public,Streets,S,S2080,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,54.8,Y,Y,TC/LM,
1410,UQAM,3,Private,Private Yards,Y,Y2059,AC,ACPL,ACPL,Acer platanoides,Norway Maple,54.8,N,N,USDA/TC,
1015,UQAM,3,Public,Streets,S,S2052,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,53.5,Y,Y,TC/LM,
244,UQAM,3,Private,Institutional,I,I2003,AC,ACPL,ACPL,Acer platanoides,Norway Maple,53.4,N,N,USDA/TC,
1420,UQAM,3,Private,Private Yards,Y,Y2066,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,53.4,N,Y,USDA/TC/LM/Mortens,
1138,UQAM,3,Public,Streets,S,S2081,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,53.3,Y,Y,TC/LM,
864,UQAM,3,Public,Streets,S,S2024,PL,PLOC,PLOC,Platanus occidentalis,American Sycamore,53,N,Y,USDA/,
1500,UQAM,3,Private,Private Yards,Y,Y2095,VI,VIBO,VIBO,Viburnum trilobum,American cranberrybush viburnum ,52,Y,Y,PFAF,
1408,UQAM,3,Private,Private Yards,Y,Y2058,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,51.4,N,Y,USDA/TC/LM/Mortens,
1504,UQAM,3,Private,Private Yards,Y,Y2098,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,51.2,N,N,USDA/TC/LM,
1298,UQAM,3,Private,Private Yards,Y,Y2025,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,51.1,N,N,USDA,
269,UQAM,3,Private,Institutional,I,I2006,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,50.5,N,N,USDA,
998,UQAM,3,Public,Streets,S,S2048,UL,ULHO,ULHOPI,Ulmus x hollandica 'Pioneer',Pioneer Elm,50.5,N,N,Mortens,
923,UQAM,3,Public,Streets,S,S2032,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,49.9,N,N,USDA/TC/LM,
1253,UQAM,3,Private,Private Yards,Y,Y2005,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,49.7,Y,Y,USDA/TC/Mortens/LM,
1319,UQAM,3,Private,Private Yards,Y,Y2029,QU,QURO,QURO,Quercus robur,English Oak,49.5,N,N,USDA/TC/Mortens,
1074,UQAM,3,Public,Streets,S,S2058,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,48.3,N,Y,USDA/TC/LM/Mortens,
1142,UQAM,3,Public,Streets,S,S2081,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,48.2,Y,Y,TC/LM,
888,UQAM,3,Public,Streets,S,S2029,AC,ACPL,ACPL,Acer platanoides,Norway Maple,47.9,N,N,USDA/TC,
1341,UQAM,3,Private,Private Yards,Y,Y2032,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,47.5,N,Y,USDA/TC/LM/Mortens,
94,UQAM,3,Pulbic,Alleyway,A,A2001,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,47.2,N,N,USDA,
1450,UQAM,3,Private,Private Yards,Y,Y2077,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,47,Y,Y,USDA/TC/Mortens/LM,
924,UQAM,3,Public,Streets,S,S2032,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,46.9,N,N,USDA/TC/LM,
1252,UQAM,3,Private,Private Yards,Y,Y2005,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,46.8,Y,Y,USDA/TC/Mortens/LM,
1300,UQAM,3,Private,Private Yards,Y,Y2025,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,46.8,N,N,USDA,
1426,UQAM,3,Private,Private Yards,Y,Y2072,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,46.8,N,Y,USDA/TC/LM/Mortens,
922,UQAM,3,Public,Streets,S,S2032,PO,PODE,PODE,Populus Deltoides,Eastern Cottonwood,46.6,Y,Y,USDA/TC/LM,
93,UQAM,3,Pulbic,Alleyway,A,A2001,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,46.5,N,N,USDA,
229,UQAM,3,Private,Institutional,I,I2002,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,46.5,Y,Y,USDA/TC/Mortens/LM,
1140,UQAM,3,Public,Streets,S,S2081,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,46.5,N,N,USDA,
271,UQAM,3,Private,Institutional,I,I2006,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,46.3,N,N,USDA,
1117,UQAM,3,Public,Streets,S,S2068,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,46.3,N,Y,USDA/TC/LM,
1144,UQAM,3,Public,Streets,S,S2081,TI,TIAM,TIAM,Tilia americana,American Basswood,46.3,Y,Y,Mortens/LM,
188,UQAM,3,Private,Institutional,I,I2001,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,46,Y,Y,USDA/TC/Mortens/LM,
12,UQAM,3,Private,Private Yards,Y,Y2103,MA,MA,MA,Magnolia x ,,45.8,N,N,NA,
1380,UQAM,3,Private,Private Yards,Y,Y2041,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,45.6,Y,Y,USDA/TC/Mortens/LM,
1110,UQAM,3,Public,Streets,S,S2068,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,45.4,N,Y,USDA/TC/LM,
1024,UQAM,3,Public,Streets,S,S2053,AC,ACPL,ACPL,Acer platanoides,Norway Maple,45.1,N,N,USDA/TC,
897,UQAM,3,Public,Streets,S,S2030,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,45,Y,Y,USDA/TC/Mortens/LM,
1017,UQAM,3,Public,Streets,S,S2052,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,44.7,Y,Y,TC/LM,
95,UQAM,3,Pulbic,Alleyway,A,A2001,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,44.5,N,N,USDA,
1102,UQAM,3,Public,Streets,S,S2067,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,44.3,Y,Y,TC/LM,
1448,UQAM,3,Private,Private Yards,Y,Y2077,AC,ACPL,ACPL,Acer platanoides,Norway Maple,44.2,N,N,USDA/TC,
1451,UQAM,3,Private,Private Yards,Y,Y2077,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,44.2,N,Y,USDA/TC/LM/Mortens,
1116,UQAM,3,Public,Streets,S,S2068,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,43.9,N,Y,USDA/TC/LM,
92,UQAM,3,Pulbic,Alleyway,A,A2001,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,43.8,N,N,USDA,
274,UQAM,3,Private,Institutional,I,I2006,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,43.3,N,N,USDA,
1485,UQAM,3,Private,Private Yards,Y,Y2092,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,43.2,Y,Y,TC/LM,
1299,UQAM,3,Private,Private Yards,Y,Y2025,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,42.8,N,N,USDA,
1,UQAM,3,Private,Private Yards,Y,Y2100,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,42.7,N,Y,USDA/TC/LM/Mortens,
238,UQAM,3,Private,Institutional,I,I2003,AC,ACPL,ACPL,Acer platanoides,Norway Maple,42.7,N,N,USDA/TC,
1050,UQAM,3,Public,Streets,S,S2057,AC,ACPL,ACPL,Acer platanoides,Norway Maple,42.7,N,N,USDA/TC,
1112,UQAM,3,Public,Streets,S,S2068,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,42.6,N,Y,USDA/TC/LM,
16,UQAM,3,Private,Private Yards,Y,Y2103,UL,ULHO,ULHOPI,Ulmus x hollandica 'Pioneer',Pioneer Elm,42.5,N,N,Mortens,
1022,UQAM,3,Public,Streets,S,S2053,AC,ACPL,ACPL,Acer platanoides,Norway Maple,42.5,N,N,USDA/TC,
475,UQAM,3,Private,Institutional,I,I2009,AC,ACPL,ACPL,Acer platanoides,Norway Maple,42.4,N,N,USDA/TC,
1476,UQAM,3,Private,Private Yards,Y,Y2089,QU,QURU,QURU,Quercus rubra,Red Oak,42.4,Y,Y,TC/LM,
230,UQAM,3,Private,Institutional,I,I2002,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,42,N,N,USDA,
1303,UQAM,3,Private,Private Yards,Y,Y2026,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,41.9,Y,Y,TC/LM,
1118,UQAM,3,Public,Streets,S,S2068,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,41.7,N,Y,USDA/TC/LM,
1054,UQAM,3,Public,Streets,S,S2057,AC,ACPL,ACPL,Acer platanoides,Norway Maple,41.5,N,N,USDA/TC,
1143,UQAM,3,Public,Streets,S,S2081,TI,TIAM,TIAM,Tilia americana,American Basswood,41.3,Y,Y,Mortens/LM,
1239,UQAM,3,Private,Private Yards,Y,Y2005,AC,ACPL,ACPL,Acer platanoides,Norway Maple,41.3,N,N,USDA/TC,
1447,UQAM,3,Private,Private Yards,Y,Y2077,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,41.2,N,Y,USDA/TC/LM/Mortens,
1291,UQAM,3,Private,Private Yards,Y,Y2019,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,40.8,N,Y,USDA/TC/LM/Mortens,
1115,UQAM,3,Public,Streets,S,S2068,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,40.4,N,Y,USDA/TC/LM,
1025,UQAM,3,Public,Streets,S,S2053,AC,ACPL,ACPL,Acer platanoides,Norway Maple,40.3,N,N,USDA/TC,
1051,UQAM,3,Public,Streets,S,S2057,AC,ACPL,ACPL,Acer platanoides,Norway Maple,40.3,N,N,USDA/TC,
1336,UQAM,3,Private,Private Yards,Y,Y2032,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,40.2,Y,Y,TC/LM,
1129,UQAM,3,Public,Streets,S,S2080,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,40,Y,Y,TC/LM,
107,UQAM,3,Private,Private Yards,Y,Y2104,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,39.7,N,Y,USDA/TC/LM/Mortens,
1401,UQAM,3,Private,Private Yards,Y,Y2050,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,39.4,Y,Y,USDA/LM/NRC,
1005,UQAM,3,Public,Streets,S,S2050,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,39.3,N,Y,USDA/TC/LM,
280,UQAM,3,Private,Institutional,I,I2006,MA,MA,MA,Magnolia x ,,39.1,N,N,NA,
1062,UQAM,3,Public,Streets,S,S2058,AC,ACPL,ACPL,Acer platanoides,Norway Maple,38.8,N,N,USDA/TC,
1452,UQAM,3,Private,Private Yards,Y,Y2079,QU,QURO,QURO,Quercus robur,English Oak,38.6,N,N,USDA/TC/Mortens,
1023,UQAM,3,Public,Streets,S,S2053,AC,ACPL,ACPL,Acer platanoides,Norway Maple,38.5,N,N,USDA/TC,
1065,UQAM,3,Public,Streets,S,S2058,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,38.5,Y,Y,USDA/TC/Mortens/LM,
1230,UQAM,3,Private,Private Yards,Y,Y2005,AC,ACPL,ACPL,Acer platanoides,Norway Maple,38.5,N,N,USDA/TC,
264,UQAM,3,Private,Institutional,I,I2006,MA,MA,MA,Magnolia x ,,37.9,N,N,NA,
1305,UQAM,3,Private,Private Yards,Y,Y2026,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,37.9,Y,Y,TC/LM,
19,UQAM,3,Private,Private Yards,Y,Y2103,AC,ACPL,ACPL,Acer platanoides,Norway Maple,37.8,N,N,USDA/TC,
1227,UQAM,3,Private,Private Yards,Y,Y2005,AC,ACPL,ACPL,Acer platanoides,Norway Maple,37.8,N,N,USDA/TC,
262,UQAM,3,Private,Institutional,I,I2006,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,37.6,N,Y,USDA/TC/LM/Mortens,
265,UQAM,3,Private,Institutional,I,I2006,MA,MA,MA,Magnolia x ,,37.3,N,N,NA,
1379,UQAM,3,Private,Private Yards,Y,Y2041,AC,ACFR,ACFR,Acer x freemannii,FREEMAN MAPLE,37.2,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
154,UQAM,3,Private,Institutional,I,I2001,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,37,Y,Y,USDA/TC/Mortens/LM,
1152,UQAM,3,Public,Streets,S,S2081,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,36.9,Y,Y,TC/LM,
228,UQAM,3,Private,Institutional,I,I2002,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,36.8,N,Y,USDA/TC/LM/Mortens,
1316,UQAM,3,Private,Private Yards,Y,Y2026,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,36.8,Y,Y,TC/LM,
1078,UQAM,3,Public,Streets,S,S2060,AC,ACPL,ACPL,Acer platanoides,Norway Maple,36.7,N,N,USDA/TC,
1128,UQAM,3,Public,Streets,S,S2080,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,36.7,Y,Y,TC/LM,
5,UQAM,3,Private,Private Yards,Y,Y2101,UL,ULHO,ULHOPI,Ulmus x hollandica 'Pioneer',Pioneer Elm,36.5,N,N,Mortens,
1127,UQAM,3,Public,Streets,S,S2080,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,36.5,Y,Y,TC/LM,
921,UQAM,3,Public,Streets,S,S2032,AC,ACPL,ACPL,Acer platanoides,Norway Maple,36.4,N,N,USDA/TC,
1231,UQAM,3,Private,Private Yards,Y,Y2005,AC,ACPL,ACPL,Acer platanoides,Norway Maple,36.4,N,N,USDA/TC,
1441,UQAM,3,Private,Private Yards,Y,Y2077,CT,CTSP,CTSP,Catalpa speciosa,Western Catalpa,36.4,N,Y,USDA/TC/LM,
1043,UQAM,3,Public,Streets,S,S2055,AC,ACPL,ACPL,Acer platanoides,Norway Maple,36.3,N,N,USDA/TC,
866,UQAM,3,Public,Streets,S,S2024,PL,PLOC,PLOC,Platanus occidentalis,American Sycamore,36,N,Y,USDA/,
1481,UQAM,3,Private,Private Yards,Y,Y2091,AC,ACPL,ACPL,Acer platanoides,Norway Maple,35.9,N,N,USDA/TC,
1086,UQAM,3,Public,Streets,S,S2062,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,35.8,Y,Y,USDA/TC/Mortens/LM,
1139,UQAM,3,Public,Streets,S,S2081,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,35.8,Y,Y,TC/LM,
1469,UQAM,3,Private,Private Yards,Y,Y2085,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,35.8,N,Y,USDA/TC/LM,
1007,UQAM,3,Public,Streets,S,S2050,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,35.7,N,Y,USDA/TC/LM,
1105,UQAM,3,Public,Streets,S,S2067,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,35.7,Y,Y,TC/LM,
466,UQAM,3,Private,Institutional,I,I2009,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,35.5,Y,Y,TC/LM,
1427,UQAM,3,Private,Private Yards,Y,Y2073,PR,PRAV,PRAV,Prunus Avium,Sweet cherry,35.5,N,N,USDA/TC,
1057,UQAM,3,Public,Streets,S,S2057,AC,ACPL,ACPL,Acer platanoides,Norway Maple,35.4,N,N,USDA/TC,
1355,UQAM,3,Private,Private Yards,Y,Y2033,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,35.3,N,Y,USDA/TC/LM/Mortens,
1307,UQAM,3,Private,Private Yards,Y,Y2026,MA,MA,MA,Magnolia x ,,35.2,N,N,NA,
1042,UQAM,3,Public,Streets,S,S2055,AC,ACPL,ACPL,Acer platanoides,Norway Maple,34.9,N,N,USDA/TC,
1238,UQAM,3,Private,Private Yards,Y,Y2005,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,34.9,N,Y,USDA/TC/LM,
577,UQAM,3,Public,Parks,P,P2002,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,34.7,N,Y,USDA/TC/LM,
1041,UQAM,3,Public,Streets,S,S2055,AC,ACPL,ACPL,Acer platanoides,Norway Maple,34.7,N,N,USDA/TC,
1079,UQAM,3,Public,Streets,S,S2060,AC,ACPL,ACPL,Acer platanoides,Norway Maple,34.7,N,N,USDA/TC,
10,UQAM,3,Private,Private Yards,Y,Y2103,AC,ACPL,ACPL,Acer platanoides,Norway Maple,34.6,N,N,USDA/TC,
1114,UQAM,3,Public,Streets,S,S2068,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,34.6,N,Y,USDA/TC/LM,
350,UQAM,3,Private,Institutional,I,I2009,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,34.3,N,N,USDA/Mortens,
939,UQAM,3,Public,Streets,S,S2035,UL,ULHO,ULHOPI,Ulmus x hollandica 'Pioneer',Pioneer Elm,34.3,N,N,Mortens,
1082,UQAM,3,Public,Streets,S,S2061,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,34.3,Y,Y,USDA/TC/Mortens/LM,
20,UQAM,3,Private,Private Yards,Y,Y2103,AC,ACPL,ACPL,Acer platanoides,Norway Maple,34.2,N,N,USDA/TC,
409,UQAM,3,Private,Institutional,I,I2009,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,34.2,N,N,USDA/Mortens,
957,UQAM,3,Public,Streets,S,S2041,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,34.2,Y,Y,TC/LM,
90,UQAM,3,Pulbic,Alleyway,A,A2001,PN,PNRE,PNRE,Pinus resinosa,Red Pine,34.1,Y,Y,USDA/TC/LM,
958,UQAM,3,Public,Streets,S,S2041,UL,ULHO,ULHOPI,Ulmus x hollandica 'Pioneer',Pioneer Elm,34.1,N,N,Mortens,
1113,UQAM,3,Public,Streets,S,S2068,AC,ACSC,ACSC,Acer saccharum,Sugar Maple,34.1,Y,Y,TC/LM,
1475,UQAM,3,Private,Private Yards,Y,Y2088,QU,QURU,QURU,Quercus rubra,Red Oak,34.1,Y,Y,TC/LM,
