id,Site_Code,fid,OBJECTID,SITE_REF,GlobalID_2,NUM_CIVIC,VOIE_ESPVT,ETAT_SITE,ESSENCE,QUE_TR,DIST_CHAIN,LIGN_RUE,DIAMETRE,TYPE_EMP,PROPRIETE,STATUT,RENFORT_1,RENFORT_2,OBST_1,OBST_2,PB_INS,PB_MAL,PB_STR_1,PB_STR_2,PB_PHY_AB,COD_GEN,DANGEREUX,CMTS,PRESC_PLAN,PRESC_PRIO,PRESC_ID,PRESC_CMTS,INV_REAL,INV_DATE,INV_ID,DESC_COMM,TYP_DIAM
,S173,"195","2401","2421",{20AB89B8-35E5-49DC-9118-A8CA872235EC},"375",VOPA_068,ARBRE,ACSC,"1",,,"35",EMPRI,PUB,AUC,AUC,AUC,LAMPFO,AUC,AUC,AUC,FOFTR,CARTR,AUC,"60",NON,"Anthracnose des feuilles, carie sur le tronc avec début de cavité",ELALLE,2023,TVERTE, allègement br primaire côté E,O,2021-09-16T21:16:12.000,TVJV,,DHP
,S173,"196","2402","2422",{B59F8ED9-1F4F-4722-ACA2-155FACE91F30},"375",VOPA_068,ARBRE,ACFRAB,"1",,,"56",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CARRAC,RAETR,AUC,"65",NON, carie au collet mais cicatrisation vigoureux,AUC,,, ,O,2021-09-16T21:10:22.000,TVJV,,DHP
,S173,"197","2403","2423",{9B02F540-0833-4EE9-AE99-B3A919D5BF0A},"360",VOPA_032,ARBRE,ACFRAB,"1",,,,EMPRI,PUB,AUC,AUC,AUC,LAMPFO,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,Grosse cavitÃ© sur une tige principale et cavitÃ© sur le tronc,AUC,,, ,N,,,,DHP
,S173,"198","2404","2424",{B062B5B5-85C0-4434-9B5F-DDB59A8B8714},"360",VOPA_032,ARBRE,ACFRAB,"1",,,"82.000000",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"50",NON,"batiment. CavitÃ©s sur charpentieres, grosse branche suspendue, ",AUC,,, ,N,,,,DHP
,S173,"199","2405","2425",{4FEAC618-3E93-44C8-9294-88714C180199},"360",VOPA_032,ARBRE,ACPL,"1",,,"50",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CVSTR,CVLBC,BLMRAC,"55",OUIBC,"longues gélivures sur le tronc, fente ouverte sur une charpentière, chicot de branche au-dessus de la rue; TV - retrait de racines important côté école (été 2021)",INSPRE,2023,TVERTE, Travaux en cours ,O,2021-08-11T15:00:00.000,TVGSM,,DHP
,S173,"200","2406","2426",{C99387C5-173D-4570-9199-5341FBB8FDB0},"336",VOPA_032,ARBRE,ACPL,"1",,,"70",EMPRI,PUB,AUC,HAUAF1,AUC,AUC,AUC,AUC,AUC,CVSBC,FOFTR,AUC,"60",NON,"cavités dans la fourche, petites branches mortes",AUC,,, ,O,2021-09-14T19:12:56.000,TVJV,,DHP
,S173,"201","2407","2427",{31A39563-469B-427E-A870-D8814BD1C912},"310",VOPA_032,ARBRE,ACPL,"1",,,"52",EMPRI,PUB,AUC,HAUAF1,AUC,FILD01,AUC,AUC,AUC,CVSBS,BLSBS,REJCI,"50",NON,"branche arrachée sur une charpentiere, grosses loupes sur le tronc et charpentieres, déperrissement au niveau de la cime, petites branches mortes",ABSECT,2022,TVERTE," cime dépérissant, défauts aux branches secondaires importants. réfection du trottoir récente aussi",O,2021-09-14T19:26:34.000,TVJV,,DHP
,S175,"202","2408","2428",{2B2A36DF-1BA0-4C58-A985-222C1C1F367E},"310",VOPA_032,ARBRE,ACPL,"1",,,"66",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CARTR,FOFTR,AUC,"50",OUIFC,"carie au tronc allongeant la branche primaire côté SE, fente important sur br primaire côté NO",HAFLSS,90,TVERTE,assainissement aussi,O,2021-09-14T19:46:19.000,TVJV,,DHP
,S175,"203","2409","2429",{353AF4C3-0D2B-400A-98E2-BA5057587303},"310",VOPA_032,ARBRE,ACSA,"1",,,"81",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BOMCI,CVSBS,BRATR,"70",NON,"branches adventives, petites branches mortes",HAFLSS,2022,TVERTE," cavité sur branche secondaire centrale exposé vers côté SO à haubaner, assainissement bois mort",O,2021-09-14T19:49:48.000,TVJV,,DHP
,S178,"204","2410","2430",{E317FBEA-6E95-4038-BFC0-0D270E156B1D},"331",VOPA_032,ARBRE,TIAM,"1",,,"61",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,longue fente fermÃ©e sur le tronc,ELDEGA,2022,WESTHA," BÃ¢timent, elagage allègement ",N,,,,DHP
,S178,"205","2411","2431",{0E58D8F3-17C8-4945-930B-6E9AE965B68F},"331",VOPA_032,ARBRE,TICO,"1",,,"34",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,batiment,ELDEGA,2024,WEEQIN, BÃ¢timent ,N,,,,DHP
,S178,"206","2412","2432",{4801F678-FF6C-45DA-A0EF-59C68C97A7F1},"335",VOPA_032,ARBRE,ACPL,"1",,,"41",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"75",NON, ,AUC,,, ,O,2021-09-14T19:07:34.000,TVJV,,DHP
,S178,"207","2413","2433",{8A6FFC21-42AA-4F67-A856-32AF8A3B688C},"335",VOPA_032,ARBRE,ACSA,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"45",NON,"branches adventives, branche basse morte, petites branches mortes",ABSECT,2022,WESTHA, ,N,,,,DHP
,S178,"208","2414","2434",{869A7AD5-D81D-4928-9AC6-7945D4420AF6},"331",VOPA_032,ARBRE,ACSA,"1",,,"76",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CARRAC,AUC,CLACI,"55",NON,"batiment Petites branches mortes loupes, petite cavitÃ© sur une charpentiere",INSPRE,2024,TVERTE," excavation côté O du tronc (<5ans), état à suivre",O,2021-09-16T20:26:14.000,TVJV,,DHP
,S178,"209","2415","2435",{DF2484E3-6E87-4A3E-859C-B86A52ADA1A5},"357",VOPA_032,ARBRE,GLTRIN,"1",,,"36",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"75",NON, ,AUC,,, ,O,2021-09-16T20:19:06.000,TVJV,,DHP
,S178,"210","2416","2436",{130EB29E-B69F-4ACA-AECC-3C7A82D4DE50},"389",VOPA_032,ARBRE,ACSA,"1",,,"74",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,NECBS,BOMCI,FAEBC,CLACI,"55",NON,"batiment, carie aux racines",INSPRE,2023,TVERTE, dépérissement à surveiller,O,2021-09-16T20:07:02.000,TVJV,,DHP
,S178,"211","2417","2437",{2E5EA75A-9679-4577-A4D6-6F07CE616225},"395",VOPA_032,ARBRE,ACPL,"1",,,"36",EMPRI,PUB,AUC,AUC,AUC,BATIM,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,travaux sur le terrain,AUC,,, ,O,2021-09-16T20:00:15.000,TVJV,,DHP
,S202,"212","2418","2438",{A461E829-F9DF-4BE6-9A26-64AD73EF1D8D},"4278",VOPA_121,ARBRE,ACSA,"1",,,"79",EMPRI,PUB,AUC,AUC,AUC,BATIM,LAMPFO,AUC,AUC,CVLBC,FAETR,BRATR,"70",NON,"batiment Nombreuses branches adventives branches touchant le batiment, petite cavitÃ© sur une charpentiere",ELCOMP,2023,TVERTE," dégagement, allégement et suppression de gourmands",O,2021-09-20T13:33:53.000,TVJV,,DHP
,S202,"213","2419","2439",{0F7F5F05-4EE4-4790-A618-117B79EA9071},"396",VOPA_087,ARBRE,ACPLCO,"1",,,"34",EMPRI,PUB,AUC,AUC,AUC,BATIM,AUC,AUC,CHETR,AUC,AUC,AUC,"45",NON,"branches adventives, grosse blessure sur le tronc",ABSECT,2023,TVERTE, ,O,2021-09-20T13:36:54.000,TVJV,,DHP
,S202,"214","2420","2440",{733DAD54-3873-4CF3-9FA9-0EA208985CF7},"396",VOPA_087,ARBRE,ACPL,"1",,,"49",EMPRI,PUB,AUC,AUC,AUC,BATIM,AUC,AUC,AUC,BOMCI,BCDCI,AUC,"80",NON,batiment,ELASSA,2023,TVERTE, ,O,2021-09-20T18:16:36.000,TVJV,,DHP
,S201,"215","2421","2441",{880E73BD-1DF6-4B78-8288-D59929931861},"388",VOPA_087,ARBRE,ACPLCK,"1",,,"41",EMPRI,PUB,AUC,AUC,AUC,LAMPFO,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,batiment,AUC,,, ,O,2021-09-20T18:18:15.000,TVJV,,DHP
,S201,"216","2422","2442",{8433E1A6-D405-4AB5-A9B4-B8156E2AAF67},"388",VOPA_087,,,,,,"45",EMPRI,PUB,AUC,AUC,AUC,BATIM,AUC,AUC,AUC,AUC,AUC,AUC,"0",NON,,,,,Profond,N,,,,DHS
,S201,"217","2423","2443",{11B7EAC6-0DA3-42B2-AFAD-0D0A17A3AA41},"388",VOPA_087,ARBRE,ACPLCK,"1",,,"37",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CARTR,GELTR,CLACI,"50",NON,,INSPRE,2023,TVERTE, carie au tronc et cime clairsemée à surveiller,O,2021-09-20T18:23:45.000,TVJV,,DHP
,S201,"218","2424","2444",{9585D24D-521B-417E-A438-BBB833A5F0DE},"364",VOPA_087,ARBRE,ACPL,"1",,,"34",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CVSBC,FAEBC,AUC,"70",NON, ,ELASSA,2023,TVERTE, retirer la jeune branche avec cavité mal attaché à la tige centrale,O,2021-09-20T18:39:27.000,TVJV,,DHP
,S201,"219","2425","2445",{48AA0DF6-B275-448D-805D-6ABB473BF16B},"358",VOPA_087,ARBRE,GLTRIN,"1",,,"35",EMPRI,PUB,AUC,AUC,AUC,LAMPFO,VOIPUB,AUC,AUC,BRPBS,AUC,AUC,"75",NON,,ELDEGA,2022,TVERTE, ,O,2021-09-20T19:10:49.000,TVJV,,DHP
,S201,"220","2426","2446",{26656C12-39C4-49B9-A3AF-2C2D14F75AEF},"344",VOPA_087,ARBRE,GLTRIN,"1",,,"38",EMPRI,PUB,AUC,AUC,AUC,VOIPUB,BATIM,AUC,AUC,AUC,AUC,AUC,"70",NON,batiment,ELDEGA,2022,WESTHA, Citoyen demande de dégager la branche qui cogne dans sa fenêtre ,N,,,,DHP
,S201,"221","2427","2447",{C2465AB7-8F03-4E2A-B8AD-2BEB0235776C},"330",VOPA_087,ARBRE,ACPL,"1",,,"50",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,CHETR,RAETR,GELTR,AUC,"55",NON,"longue fente ouverte sur le tronc avec petites cavités au niveau des noeuds, petite blessure au pied

TVJV chancre au tronc mais cicatrisation important

",AUC,,,,O,2021-09-20T15:37:53.000,TVJV,,DHP
,S205,"222","2428","2448",{B3108FA0-8B78-45F3-92D8-A3E1CE6B8EB2},"0",VOPA_094,ARBRE,ACPL,"1",,,"58",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,CHECI,BLLBS,FAETR,AUC,"65",NON,,ELCOMP,2023,TVERTE, assainissement chancres en cime  et allègement br primaire côté N,O,2021-09-20T15:54:47.000,TVJV,,DHP
,S205,"223","2429","2449",{EC4D4594-138C-480F-A223-4D8E8B4BFCA0},"339",VOPA_087,ARBRE,TICO,"1",,,"36",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,RAETR,RASRAC,AUC,"70",NON,"enseigne Longue fente fermÃ©e sur le tronc, drageons",AJTERR,2022,TVERTE, ,O,2021-09-20T19:30:38.000,TVJV,,DHP
,S205,"224","2430","2450",{04018D5D-C657-4CB9-8017-3CF3BD41CCD4},"351",VOPA_087,ARBRE,ACPL,"1",,,"54",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,GELTR,BLSBC,AUC,"65",NON,"grosse branche morte de 20 cm de diamÃ¨tre audessus d'un terrain longue gÃ©livure fermÃ©e sur le tronc, carie de pied avec affaissement d'écorce",AUC,,, ,O,2021-09-20T19:26:58.000,TVJV,,DHP
,S205,"225","2431","2451",{37E483D2-02E7-4EDF-93E4-4FC9CF14196A},"357",VOPA_087,ARBRE,ACSA,"1",,,"54",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CARTR,CVSBC,CLACI,"45",NON,"blessure au pied carie de racines blessure sur une charpentiere nombreuses branches adventives, écorce arraché au tronc côté S et N ",ABSECT,2023,TVERTE,cime dépérissant,O,2021-09-20T18:54:01.000,TVJV,,DHP
,S205,"226","2432","2452",{3CDF5130-9BC3-430A-8857-2B4A37038001},"383",VOPA_087,ARBRE,ACSA,"1",,,"48",EMPRI,PUB,AUC,AUC,AUC,BATIM,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,batiment,AUC,,, ,O,2021-09-20T18:30:24.000,TVJV,,DHP
,S205,"227","2433","2453",{FFA2EA63-F508-428A-9E14-C2B54A2611C8},"4250",VOPA_121,ARBRE,ACNE,"2",,,"31,24",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,FAETR,AUC,DEP25,"65",NON,"enseigne et signalisation Une tige inclinée, racines soulevent legerement une entréee de pavé",AUC,,, ,O,2021-09-20T18:27:32.000,TVJV,,DHP_X
,S205,"228","2434","2454",{DCE5FF29-EB7A-434D-941F-67180519098D},"4250",VOPA_121,ARBRE,TICO,"1",,,"37",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,FAETR,AUC,AUC,"80",NON,"batiment Branches adventives, inclusion d'écorce à surveiller en long terme",AUC,,, ,O,2021-09-20T18:14:05.000,TVJV,,DHP
,S205,"229","2435","2455",{7DAC6151-1BAD-4A1F-BEEA-6AAEA5B44675},"4250",VOPA_121,ARBRE,ACPL,"1",,,"41",EMPRI,PUB,AUC,AUC,AUC,BATIM,AUC,AUC,AUC,AUC,AUC,AUC,"75",NON,batiment. Petite blessure au pied. Polypode on main trunk.,AUC,,, ,O,2021-09-20T18:12:18.000,TVJV,,DHP
,S203,"230","2436","2456",{C16A1924-09DC-4FEF-AB15-C3547B6740B7},"4250",VOPA_121,ARBRE,ULPU,"1",,,"82",EMPRI,PUB,AUC,AUC,AUC,LAMPFO,BATIM,AUC,AUC,BOMCI,INCTR,BRABC,"70",NON,"batiment, Inclinaison, mineuse des feuilles, petites branches mortes, branches adventives, loupe, petite fente au pied avec carie superficielle, TVJV plusieurs blessures légères d'elagage",ELASSA,2023,TVERTE, arbre possiblement privé,O,2021-09-20T18:08:12.000,TVJV,,DHP
,S212,"231","2437","2457",{5F37CB61-7B15-4FFB-9C38-9C2D00CAFF6E},"4160",VOPA_121,ARBRE,ACFRAB,"1",,,"62",EMPRI,PUB,AUC,AUC,AUC,VOIPUB,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON, ,ELDEGA,2023,TVERTE, ,O,2021-09-21T20:16:38.000,TVJV,,DHP
,S212,"232","2438","2458",{25653920-4855-48EE-8BB7-47337257CCA3},"4160",VOPA_121,ARBRE,ACFRAB,"1",,,"45",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CVLTR,AUC,AUC,"70",NON,petite cavité au niveau d'un noeud,AUC,,, ,O,2021-09-21T20:19:32.000,TVJV,,DHP
,S210,"233","2439","2459",{9F863348-F7A9-408F-99D2-46F216EBB79C},"4150",VOPA_121,ARBRE,ACPL,"1",,,"76",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,CHEBS,FOOTR,RAETR,AUC,"50",OUIFC,cavité sévère br tertiaire,HAFLSS,90,TVERTE," haubanage polygonale (fourche primaire et défauts en hauteur), et allègement",O,2021-09-21T20:59:39.000,TVJV,,DHP
,S210,"234","2440","2460",{52C5173F-F072-448E-AEE1-233DFFE5A4CD},"372",VOPA_043,ARBRE,GYDI,"1",,,"4.000000",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"90",NON,"batiment. DÃ©foliation a 75%, branches adventives, trous de pics, signes d'agrile",AUC,,,,N,,,,DHP
,S210,"235","2441","2461",{C3B2B4EF-A48F-4A8F-ADDE-3A036E2C6DED},"360",VOPA_043,ARBRE,ACSA,"1",,,"67",EMPRI,PUB,AUC,AUC,AUC,LAMPFO,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,batiment,ELDEGA,2022,WEEQIN,bÃ¢timent,N,,,,DHP
,S210,"236","2442","2462",{2D94CFBC-C7F8-4BFA-9992-A828A0A567DD},"338",VOPA_043,ARBRE,ACSA,"1",,,"49",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CLACI,"55",NON,"batiment. Petites branches mortes, branche morte de 8 cm de diametre au-desus d'un terrain",INSPRE,2024,TVERTE, dépérissement à surveiller,O,2021-09-21T21:18:18.000,TVJV,,DHP
,S210,"237","2443","2463",{D484DCD9-583B-4338-85EA-7FFEB7AA8B02},"326",VOPA_043,ARBRE,ACPLCK,"1",,,"38",EMPRI,PUB,AUC,AUC,AUC,LAMPFO,AUC,AUC,AUC,GELTR,AUC,AUC,"80",NON,Longue gÃ©livure fermÃ©e sur le tronc,ELDEGA,2024,TVERTE, ,O,2021-09-21T21:26:09.000,TVJV,,DHP
,S211,"238","2444","2464",{011F25D7-CC36-4428-A91A-9693E3D6B624},"307",VOPA_043,ARBRE,ACPL,"1",,,"46",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,AUC,,, ,O,2021-09-21T21:37:55.000,TVJV,,DHP
,S211,"239","2445","2465",{447A951E-DDC6-443B-BF0D-C268F05D9B7A},"311",VOPA_043,ARBRE,ACPL,"1",,,"42",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,CPOBC,CARTR,FOFTR,DEP25,"40",OUIFC,"multiples fentes sur le tronc et charpentieres, dÃ©but de chancre a l'embranchement et sur une tige, semble y avoir une cavitÃ© dans la fourche",ABSECT,90,TVERTE,,O,2021-09-21T21:33:57.000,TVJV,,DHP
,S211,"240","2446","2466",{52F3CB38-BC3F-4C4E-8D90-E3ECB1108180},"313",VOPA_043,ARBRE,ACPL,"1",,,"36",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,petites blessures sur le tronc et au pied,AUC,,, ,O,2021-09-21T21:28:04.000,TVJV,,DHP
,S211,"241","2447","2467",{143E58F9-EE35-45DF-A5F5-C80FFE1503BF},"315",VOPA_043,ARBRE,ULAM,"1",,,"46",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"75",NON,,AUC,,, ,O,2021-09-21T21:22:42.000,TVJV,,DHP
,S211,"242","2448","2468",{A2A1EBCF-03A6-4381-9773-4005D5DDC95C},"333",VOPA_043,ARBRE,ACFRAB,"1",,,"59",EMPRI,PUB,AUC,AUC,AUC,BATIM,AUC,AUC,AUC,BLSTR,AUC,BRATR,"65",NON,batiment. Branches adventives,ELCOMP,2024,TVERTE,dégagement bâtiment et suppression de gourmands,O,2021-09-21T21:21:21.000,TVJV,,DHP
,S211,"243","2449","2469",{C40B9A3E-0842-4703-A282-76CFA5D694DD},"365",VOPA_043,ARBRE,ACSA,"1",,,"69",EMPRI,PUB,AUC,HAUAF2,AUC,AUC,AUC,AUC,AUC,BOMCI,AUC,CLACI,"55",NON,cime en rejets,ELASSA,2023,TVERTE, ,O,2021-09-21T21:14:03.000,TVJV,,DHP
,S211,"244","2450","2470",{E378C4F7-144D-47C6-855E-BCD5FCDFD8FD},"379",VOPA_043,ARBRE,ACSA,"1",,,"59",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,batiment. Petites branches mortes,AUC,,, ,O,2021-09-21T21:08:26.000,TVJV,,DHP
,S211,"245","2451","2471",{7571EAD2-F8D4-4E24-AD34-A9508262B64D},"381",VOPA_043,ARBRE,ACPL,"1",,,"51",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,CARRAC,AUC,AUC,"65",NON,batiment. Carie de racines,AUC,,, ,O,2021-09-21T21:06:39.000,TVJV,,DHP
,S211,"246","2452","2472",{7A832733-DEEA-4FFF-BBCD-110AC38C69FC},"395",VOPA_043,ARBRE,ACPL,"1",,,"31",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,RAETR,AUC,AUC,"75",NON, ,AUC,,, ,O,2021-09-21T21:03:39.000,TVJV,,DHP
,S213,"247","2453","2473",{E73CA9D2-0DB1-48F8-8E42-7E1DAAD5F2D3},"4100",VOPA_121,ARBRE,ACSA,"1",,,,EMPRI,PUB,AUC,AUC,AUC,LAMPFO,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,,AUC,,, ,N,,,,DHP
,S213,"248","2454","2474",{FDC18162-6EBD-4DF3-B15E-D8CBD469FD87},"4100",VOPA_121,ARBRE,ACPLCO,"2",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,inclusion d'Ã©corce,AUC,,, ,N,,,,DHP
,S213,"249","2455","2475",{B66283EE-C8F2-4C90-9B19-A57744994856},"4100",VOPA_121,ARBRE,ACPLCO,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,AUC,,, ,N,,,,DHP
,S197,"250","2456","2476",{738B66CF-43B1-44F9-8B75-7FF8E4EB3D2F},"4100",VOPA_121,ARBRE,ACSA,"1",,,"86",EMPRI,PUB,AUC,AUC,AUC,LAMPFO,AUC,AUC,AUC,AUC,AUC,REJCI,"65",NON,batiment,AUC,,, ,O,2021-09-23T15:39:09.000,TVJV,,DHP
,S197,"251","2457","2477",{FE2C837D-BAFE-4561-A8C5-3D77A0FBCC34},"4100",VOPA_121,ARBRE,ACPL,"1",,,"48",EMPRI,PUB,AUC,AUC,AUC,BATIM,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,,AUC,,, ,O,2021-09-23T15:40:44.000,TVJV,,DHP
,S197,"252","2458","2478",{352D1094-6562-489F-94A4-EDFB93537BE0},"366",VOPA_151,ARBRE,ACPL,"1",,,"80",EMPRI,PUB,AUC,HAUAF1,AUC,AUC,AUC,AUC,CPOTR,BRCBC,FOFTR,DEP50,"30",NON,batiment. Longues gÃ©livures fermÃ©es sur le troncet charpentiÃ¨res.... construction on sidewalk damaged roots.prÃ©sence de champignons Ã  vÃ©rifier. 2 Medium size ruptures 29/08/18,ABSECT,90,TVERTE," arbre asymétrique et dépérissant, carie au tronc important",O,2021-09-23T15:55:52.000,TVJV,,DHP
,S197,"253","2459","2479",{111F2E3B-447C-4CE4-9C64-1206FE62B47A},"356",VOPA_151,ARBRE,ACSA,"1",,,"89",EMPRI,PUB,AUC,HAUAF1,AUC,AUC,AUC,AUC,AUC,CVSBC,CVSBS,PEUCI,"30",OUIAUT,"batiment Branches mortes, cavitÃ©s sur charpentieres et grosse cavitÃ© bouchÃ©e avec du bÃ©ton sur le tronc
TVJV cavités et bois mort en cime dangereux, arbre surélagué et cavités plus exposés",ABSECT,90,TVERTE, ,O,2021-09-23T16:20:30.000,TVJV,,DHP
,S197,"254","2460","2480",{3E1DE2FF-9195-4813-8EB5-2015832603A3},"348",VOPA_151,ARBRE,ACPL,"1",,,"67",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,CHEBS,CVSBS,CVSTR,DEP25,"40",NON," Petites branches mortes, longues gélivures anciennes sur le tronc et charpentieres",INSPRE,2023,TVERTE,"allègement déjà effectué, croissance et dépérissement à suivre avec l'avancement du chancre au tronc O et br secondaire E",O,2021-09-23T17:42:19.000,TVJV,,DHP
,S197,"255","2461","2481",{FE490ADC-FF8E-4EBC-9993-16AE2C8EBAB6},"340",VOPA_151,ARBRE,ACPL,"1",,,"43",EMPRI,PUB,AUC,HAUAF1,AUC,BATIM,AUC,AUC,AUC,FOFTR,BOMCI,AUC,"60",NON,"batiment. Petite blessure sur une tige principale, plusieurs agrafes sur le tronc, noeud mal refermÃ©",HAFLSS,2023,TVERTE," Branches too close to house  Paul, TVJV hauban à ajouter à 2/3 de la hauteur et dégagement bâtiment",O,2021-11-02T16:03:38.000,TVJV,,DHP
,S197,"256","2462","2482",{BAD40F93-C34E-4863-AF0B-36C5688DF3D8},"336",VOPA_151,ARBRE,ACPL,"1",,,"47",EMPRI,PUB,AUC,AUC,AUC,BATIM,AUC,AUC,CHETR,FOFTR,AUC,AUC,"50",NON,batiment. Chancre sur une tige principale et dans la fourche,HAFLSS,2022,TVERTE," Branches too close to house  Paul TV: fourche faible avec chancre sur l'embranchement des branches primaires, dÃ©gagement bÃ¢timent aussi",O,2021-11-02T15:59:47.000,TVJV,,DHP
,S197,"257","2463","2483",{38C89A3F-6D55-4873-A45D-5EFCF7D7CC07},"336",VOPA_151,ARBRE,ACSC,"1",,,"43",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"75",NON,,,,,,O,2021-09-23T17:49:53.000,TVJV,,DHP
,S197,"258","2464","2484",{E483C736-E72F-48E7-9FEC-DD99041A9F0D},"326",VOPA_151,ARBRE,ACPL,"1",,,"38",EMPRI,PUB,AUC,AUC,AUC,BATIM,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,,AUC,,,,O,2021-09-23T18:17:10.000,TVJV,,DHP
,S197,"259","2465","2485",{8C9DE735-75C0-4236-B275-4D4C4BB71811},"326",VOPA_151,ARBRE,ACPL,"1",,,"67",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,CHEBC,FENCI,BOMCI,DEP50,"40",NON,"batiment Petites branches mortes branches adventives longues gÃ©livures avec Ã©coulements sur le troncet charpentieres, large fente ouverte sur ue charpentiere",ABSECT,2022,TVERTE, ,O,2021-09-23T18:26:49.000,TVJV,,DHP
,S197,"260","2466","2486",{60906B9B-70DD-42F3-84C5-38D37F227E41},"326",VOPA_151,ARBRE,ACPL,"1",,,"65",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,CHETR,BOMBC,FOFTR,AUC,"40",NON,"feux de circulation. Branches mortes, longue gélivure ouverte sur le tronc",ABSECT,2022,TVERTE,,O,2021-09-23T18:49:44.000,TVJV,,DHP
,S151,"261","2532","2552",{B8C48D42-7044-465D-A65B-CEC2395E40F8},"311",VOPA_078,DESACT,,,,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,Trop de compaction,AUC,,,,N,,,,DHP
,S151,"262","2533","2553",{02E64152-E53D-4BA8-ABCF-16FE947969A3},"343",VOPA_078,ARBRE,ACRU,"1",,,"28",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,carence minérale dans le feuillage de la cime,AUC,,, ,O,2021-09-08T12:08:45.000,TVJV,,DHP
,S151,"263","2534","2554",{433DECE8-449A-44AE-87E7-485D2AE1983E},"377",VOPA_078,ARBRE,PIPU,"1",,,"35",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,EXCRAC,"50",NON, ,INSPRE,2022,TVERTE,excavation racines important,O,2021-09-07T17:43:49.000,TVJV,,DHP
