fid,ObjectId,GS Type,Sample Site,No_civique,Species Code,Species Latin,ESSENCE_AN,DBH,Date_relev,Longitude,Latitude,GlobalID,fid_2,SiteCode,Area
"11107","201925",Street,Rue Lambert-Closse,"2211",GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,10/23/2018 12:00:00 AM,-73.586415,45.491849,556dbadd-7395-44f7-bfb9-8aaf0da3ffa2,"0",S2,509.825892469118
"11109","201927",Street,Rue Lambert-Closse,"2211",GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,5/15/2011 12:00:00 AM,-73.586663,45.491993,a2aa48ce-b12f-4faf-8661-af1538d9a595,"0",S2,509.825892469118
"14208","205043",Street,Rue Sherbrooke Ouest,"2150",TICOGR,Tilia cordata 'Greenspire',Greenspire Littleleaf Linden,5,6/2/2013 12:00:00 AM,-73.586636,45.492035,7cd907af-cb6c-4529-87ee-0f7ad98703ed,"0",S2,509.825892469118
"14212","205047",Street,Rue Sherbrooke Ouest,"2168",ACPL,Acer platanoides,Norway Maple,20,10/23/2015 12:00:00 AM,-73.586419,45.492237,cb9caca9-a07f-4075-8e73-c444663893cb,"0",S3,992.053592136121
"14211","205046",Street,Rue Sherbrooke Ouest,"2162",ACPLEQ,Acer platanoides 'Emerald Queen',Emerald Queen Norway Maple,6,3/6/2012 12:00:00 AM,-73.586314,45.492304,c540b6c1-84a6-4761-ade2-5cc2f0136138,"0",S3,992.053592136121
"14213","205048",Street,Rue Sherbrooke Ouest,"2174",ACSA,Acer saccharinum,Silver Maple,24,3/6/2012 12:00:00 AM,-73.58656,45.492154,b05321e8-09f0-405d-91cf-677fd806a154,"0",S3,992.053592136121
"14209","205044",Street,Rue Sherbrooke Ouest,"2156",ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,8,3/6/2012 12:00:00 AM,-73.586053,45.492454,478f75e4-de54-41bf-8561-65d244175514,"0",S3,992.053592136121
"14210","205045",Street,Rue Sherbrooke Ouest,"2162",GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,5/31/2018 12:00:00 AM,-73.586155,45.492396,00ef1946-381d-4599-adb6-ef4487cd8685,"0",S3,992.053592136121
"14203","205038",Street,Rue Sherbrooke Ouest,"2150",TICOGR,Tilia cordata 'Greenspire',Greenspire Littleleaf Linden,5,6/2/2013 12:00:00 AM,-73.585839,45.492518,edc2e735-1208-4dce-a985-42fa887fa1ed,"0",S3,992.053592136121
"14204","205039",Street,Rue Sherbrooke Ouest,"2150",TICOGR,Tilia cordata 'Greenspire',Greenspire Littleleaf Linden,5,6/2/2013 12:00:00 AM,-73.585941,45.49245,105a9213-3b7a-47e4-aed9-892a98a86559,"0",S3,992.053592136121
"14205","205040",Street,Rue Sherbrooke Ouest,"2150",TICOGR,Tilia cordata 'Greenspire',Greenspire Littleleaf Linden,5,6/2/2013 12:00:00 AM,-73.586058,45.492378,ee9e4d4b-ebbe-44a3-a588-40a4b5536cf9,"0",S3,992.053592136121
"14206","205041",Street,Rue Sherbrooke Ouest,"2150",TICOGR,Tilia cordata 'Greenspire',Greenspire Littleleaf Linden,5,6/2/2013 12:00:00 AM,-73.586247,45.492272,77e7ba0c-39b2-4054-a5b9-dc23bb7aa380,"0",S3,992.053592136121
"14207","205042",Street,Rue Sherbrooke Ouest,"2150",TICOGR,Tilia cordata 'Greenspire',Greenspire Littleleaf Linden,5,6/2/2013 12:00:00 AM,-73.58643,45.492158,4d103e9e-35fb-44a8-9dab-04fd9059d567,"0",S3,992.053592136121
"9616","200432",Street,Rue Chomedey,"2260",QUMA,Quercus macrocarpa,Bur Oak,5,6/11/2018 12:00:00 AM,-73.585385,45.492444,88796278-7dd4-47cd-b00a-c956b8b2d5d5,"0",S4,328.44584945928
"9617","200433",Street,Rue Chomedey,"2260",TICO,Tilia cordata,Littleleaf European Linden,23,1/12/2012 12:00:00 AM,-73.585587,45.492561,31ed5ee9-4e54-4ed7-a69b-4101206dc925,"0",S4,328.44584945928
"14216","205051",Street,Rue Sherbrooke Ouest,"2330",ACPL,Acer platanoides,Norway Maple,24,3/6/2012 12:00:00 AM,-73.587112,45.491812,19544009-3b7c-457c-b8d7-8cb5f6a93128,"0",S5,857.110890976394
"14215","205050",Street,Rue Sherbrooke Ouest,"2330",ACSA,Acer saccharinum,Silver Maple,24,3/6/2012 12:00:00 AM,-73.587438,45.491563,c4892a4b-c8b1-4121-a1a7-8fa8e4514058,"0",S5,857.110890976394
"14214","205049",Street,Rue Sherbrooke Ouest,"2330",GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,5/31/2018 12:00:00 AM,-73.58727,45.4917,21571425-633c-4fd2-ad90-ee1679fc02ac,"0",S5,857.110890976394
"4288","195732",Street,Avenue Atwater,"2111",GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,4/20/2010 12:00:00 AM,-73.587184,45.491018,210238ef-c71f-443b-9b7e-a2d9353f4b9f,"0",S6,796.736242728602
"4286","195555",Street,Avenue Atwater,"2111",QUMA,Quercus macrocarpa,Bur Oak,5,10/5/2016 12:00:00 AM,-73.587008,45.490915,e7eee086-0e8a-439f-b4b8-6b7f012072f0,"0",S6,796.736242728602
"4289","195742",Street,Avenue Atwater,"2111",QUMA,Quercus macrocarpa,Bur Oak,5,10/5/2016 12:00:00 AM,-73.587373,45.491125,cec2cb36-116a-4334-aaa5-2a1a25f41feb,"0",S6,796.736242728602
"4290","195743",Street,Avenue Atwater,"2111",QUMA,Quercus macrocarpa,Bur Oak,5,10/5/2016 12:00:00 AM,-73.587278,45.491072,f3371b4e-e8b0-47d3-9242-a1d873c6b645,"0",S6,796.736242728602
"4287","195656",Street,Avenue Atwater,"2111",ROPS,Robinia pseudoacacia,Black Locust,5,4/20/2010 12:00:00 AM,-73.5871,45.490967,5e47a691-6dbf-4327-a813-a90878be1a94,"0",S6,796.736242728602
"4569","196581",Street,Avenue Lincoln,"2320",SYRE,Syringa reticulata,Japanese Tree Lilac,5,6/15/2019 12:00:00 AM,-73.586097,45.491139,68a1bfed-c876-41f3-9a9d-7dc98a595a49,"0",S7,884.192746957001
"4570","196582",Street,Avenue Lincoln,"2320",SYRE,Syringa reticulata,Japanese Tree Lilac,5,6/15/2019 12:00:00 AM,-73.586167,45.491083,a389a6ca-bec2-4e68-ab3d-3d1a95f910b9,"0",S7,884.192746957001
"4571","196583",Street,Avenue Lincoln,"2320",SYRE,Syringa reticulata,Japanese Tree Lilac,5,6/15/2019 12:00:00 AM,-73.586285,45.490987,5e65aa2a-813f-40bb-aeac-7e214615b380,"0",S7,884.192746957001
"4573","196585",Street,Avenue Lincoln,N/A,SYRE,Syringa reticulata,Japanese Tree Lilac,5,6/15/2019 12:00:00 AM,-73.585918,45.491292,0d3ecebb-869c-4f82-9a94-16b8c913bf05,"0",S7,884.192746957001
"4574","196586",Street,Avenue Lincoln,N/A,SYRE,Syringa reticulata,Japanese Tree Lilac,5,6/15/2019 12:00:00 AM,-73.585981,45.491236,644f1324-bd25-4e6e-9589-82fedd9cef41,"0",S7,884.192746957001
"10594","201020",Street,Rue Lambert-Closse,"2010",ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,9/30/2019 12:00:00 AM,-73.585079,45.490905,0d4c23e3-e9c0-42cf-8384-c13b6e4bfc3a,"0",S8,437.835300272595
"10595","201021",Street,Rue Lambert-Closse,"2010",ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,9/30/2019 12:00:00 AM,-73.585162,45.490954,b9efc48d-0b74-434b-b556-14e07b6184fe,"0",S8,437.835300272595
"10596","201022",Street,Rue Lambert-Closse,"2052",ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,9/30/2012 12:00:00 AM,-73.585377,45.491078,7a915650-b307-4f7c-850a-f944cd1c5fa6,"0",S8,437.835300272595
"10597","201023",Street,Rue Lambert-Closse,"2052",ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,9/30/2012 12:00:00 AM,-73.585469,45.491135,9e0ab84a-046d-4884-9fd2-b500cc6571d9,"0",S8,437.835300272595
"10598","201024",Street,Rue Lambert-Closse,"2100",ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,9/30/2012 12:00:00 AM,-73.58555,45.491182,046abfad-87fd-46ff-9bc0-5c7f5ba3846a,"0",S8,437.835300272595
"10599","201025",Street,Rue Lambert-Closse,"2100",ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,9/30/2012 12:00:00 AM,-73.585634,45.49123,d2cca12f-849b-43a4-8026-dafacd580f47,"0",S8,437.835300272595
"10600","201026",Street,Rue Lambert-Closse,"2100",ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,9/30/2012 12:00:00 AM,-73.585714,45.491279,4de8c947-df92-45e1-9b54-a0bd735de01d,"0",S8,437.835300272595
"10601","201027",Street,Rue Lambert-Closse,"2100",ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,2/17/2015 12:00:00 AM,-73.585797,45.491326,cdc49fee-9788-4914-8f0b-6662824887e2,"0",S8,437.835300272595
"7996","198833",Street,Boulevard de Maisonneuve Ouest,"2305",CEOC,Celtis occidentalis,Common Hackberry,24,3/6/2012 12:00:00 AM,-73.585055,45.490815,ec4e0dd9-4cf9-4785-a179-7a0aa0fb8cc2,"0",S9,647.785795672971
"7997","198834",Street,Boulevard de Maisonneuve Ouest,"2325",CEOC,Celtis occidentalis,Common Hackberry,20,10/26/2016 12:00:00 AM,-73.585407,45.490518,9d9c421a-71ed-4c3f-bcbf-dfb9fe602556,"0",S9,647.785795672971
"7998","198835",Street,Boulevard de Maisonneuve Ouest,"2325",GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,6/15/2018 12:00:00 AM,-73.585598,45.49037,c353347c-e2bd-4137-a26d-0c14538dd35d,"0",S9,647.785795672971
"4224","195475",Street,Avenue Atwater,"2021",ACPLEQ,Acer platanoides 'Emerald Queen',Emerald Queen Norway Maple,6,1/23/2012 12:00:00 AM,-73.586565,45.490661,17c38087-d415-4bb3-94ec-e472d3cd85c8,"0",S10,457.13182064943
"4121","195130",Street,Avenue Atwater,"2021",ACSA,Acer saccharinum,Silver Maple,22,1/23/2012 12:00:00 AM,-73.586071,45.490369,0f202b0a-5468-4a61-b095-3bde65b974ed,"0",S10,457.13182064943
"4123","195139",Street,Avenue Atwater,"2021",ACSA,Acer saccharinum,Silver Maple,40,1/23/2012 12:00:00 AM,-73.586482,45.490612,5a9b7f27-b45b-4865-9a1c-c4cb2ed63deb,"0",S10,457.13182064943
"4125","195245",Street,Avenue Atwater,"2021",ACSA,Acer saccharinum,Silver Maple,33,1/23/2012 12:00:00 AM,-73.586196,45.490446,37f4cd83-9a07-48a7-a7f5-be0abbae582d,"0",S10,457.13182064943
"4120","195124",Street,Avenue Atwater,"2021",QUMA,Quercus macrocarpa,Bur Oak,5,10/5/2016 12:00:00 AM,-73.585957,45.490302,efc26b83-cbac-43f4-af3d-1e5c449c3391,"0",S10,457.13182064943
"4130","195359",Street,Avenue Atwater,"2021",QUMA,Quercus macrocarpa,Bur Oak,5,10/5/2016 12:00:00 AM,-73.585859,45.490248,30b82a7d-6196-4818-bcff-a1d29b88fa85,"0",S10,457.13182064943
"4127","195348",Street,Avenue Atwater,"2021",ULXXMG,Ulmus x 'Morton Glossy' (Triumph TM),Ulmus x 'Morton Glossy' (Triumph TM),5,11/5/2019 12:00:00 AM,-73.586338,45.490527,6e9acff4-431c-49f4-8f7e-0ae56e784bf4,"0",S10,457.13182064943
"11101","201919",Street,Rue Lambert-Closse,"2045",FRPE,Fraxinus pennsylvanica,Red Ash,36,9/30/2014 12:00:00 AM,-73.585277,45.491189,c3ce684d-a3aa-4871-a64c-73c6d00141e5,"0",S11,702.947008966937
"11100","201918",Street,Rue Lambert-Closse,"2045",GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,10/23/2018 12:00:00 AM,-73.585178,45.49113,f61dc7c2-2f93-434d-9dd1-91e40d128348,"0",S11,702.947008966937
"11102","201920",Street,Rue Lambert-Closse,"2055",GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,5,1/12/2012 12:00:00 AM,-73.585368,45.491238,83e1d7c6-1244-4678-86de-21aa8aef5a89,"0",S11,702.947008966937
"11103","201921",Street,Rue Lambert-Closse,"2115",GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,25,1/12/2012 12:00:00 AM,-73.585516,45.491328,a451a33b-c270-4df2-9820-8f50100bcec5,"0",S11,702.947008966937
"11098","201916",Street,Rue Lambert-Closse,"2005",GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,9/30/2019 12:00:00 AM,-73.585034,45.491045,6ce9214b-6b87-4805-b750-c4bfe14ecfc9,"0",S11,702.947008966937
"11099","201917",Street,Rue Lambert-Closse,"2035",GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,9/30/2019 12:00:00 AM,-73.585107,45.491085,d0daca0a-23d3-407a-a45c-6bba40089a9a,"0",S11,702.947008966937
"11104","201922",Street,Rue Lambert-Closse,"2115",GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,5,9/30/2019 12:00:00 AM,-73.585624,45.491391,36725b9e-a892-4c3f-b611-80f987dfd523,"0",S11,702.947008966937
"7990","198827",Street,Boulevard de Maisonneuve Ouest,"2157",ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,6/21/2014 12:00:00 AM,-73.584129,45.491626,c91ba227-e0d9-4174-9c1d-e1faa8fe79f1,"0",S12,628.471433806379
"7991","198828",Street,Boulevard de Maisonneuve Ouest,"2157",ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,4/9/2015 12:00:00 AM,-73.584251,45.491523,c1078744-a52a-425e-a8a8-59b05b56fb1a,"0",S12,628.471433806379
"7992","198829",Street,Boulevard de Maisonneuve Ouest,"2187",ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,6/21/2014 12:00:00 AM,-73.584625,45.491203,1b8d9f3a-8700-4b07-9f74-721f35cbb268,"0",S12,628.471433806379
"7993","198830",Street,Boulevard de Maisonneuve Ouest,"2195",ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,6/21/2014 12:00:00 AM,-73.584698,45.491131,7cdea440-6df1-4fd9-8b78-7182c080b86c,"0",S12,628.471433806379
"7994","198831",Street,Boulevard de Maisonneuve Ouest,"2195",ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,9/21/2015 12:00:00 AM,-73.584753,45.491081,6a7b2ca9-bd95-4577-8e99-fd3373b21274,"0",S12,628.471433806379
"7995","198832",Street,Boulevard de Maisonneuve Ouest,"2195",ACFRAB,Acer x freemanii 'Autumn Blaze',Autumn Blaze Freeman Maple,5,9/21/2015 12:00:00 AM,-73.584823,45.491023,a095ed42-67d1-4443-a0fc-de14265e98f5,"0",S12,628.471433806379
"4568","196580",Street,Avenue Lincoln,"2182",TICO,Tilia cordata,Littleleaf European Linden,48,1/12/2012 12:00:00 AM,-73.585639,45.491535,8ad7b991-afe8-40a5-bfa6-e5aa33a4a0cd,"0",S13,576.017508342298
"4572","196584",Street,Avenue Lincoln,N/A,TICO,Tilia cordata,Littleleaf European Linden,48,1/12/2012 12:00:00 AM,-73.584977,45.492079,70f34d1f-22c0-4432-86aa-edad32cbbf9b,"0",S13,576.017508342298
"4565","196577",Street,Avenue Lincoln,"2170",ULXXMO,Ulmus x 'Morton' (Accolade TM),Morton (Accolade TM) Elm,5,5/4/2014 12:00:00 AM,-73.585171,45.491918,ce30a450-ceb7-4de9-9f2d-c69997f45af2,"0",S13,576.017508342298
"4566","196578",Street,Avenue Lincoln,"2170",ULXXMO,Ulmus x 'Morton' (Accolade TM),Morton (Accolade TM) Elm,5,10/25/2018 12:00:00 AM,-73.585378,45.491756,af5f5809-c46c-4bb8-9f58-5706f396e4b0,"0",S13,576.017508342298
"4567","196579",Street,Avenue Lincoln,"2182",ULXXMO,Ulmus x 'Morton' (Accolade TM),Morton (Accolade TM) Elm,5,10/25/2018 12:00:00 AM,-73.585493,45.491657,f876c4da-b604-41fc-babc-4e03e59bc2ab,"0",S13,576.017508342298
"9610","200426",Street,Rue Chomedey,"2010",TIAM,Tilia americana,Basswood,42,1/12/2012 12:00:00 AM,-73.584202,45.491761,8bc47da1-1fac-4085-964c-d553ab332612,"0",S14,365.342641995703
"9611","200427",Street,Rue Chomedey,"2050",TIAM,Tilia americana,Basswood,48,1/12/2012 12:00:00 AM,-73.584387,45.491869,19d44cca-9bed-4950-b02e-565433cd9acf,"0",S14,365.342641995703
"9612","200428",Street,Rue Chomedey,"2070",TIAM,Tilia americana,Basswood,41,1/12/2012 12:00:00 AM,-73.584527,45.49195,29bf4514-5e98-4716-a1b8-2d83cb003b70,"0",S14,365.342641995703
"9614","200430",Street,Rue Chomedey,"2100",TIAM,Tilia americana,Basswood,42,6/20/2016 12:00:00 AM,-73.584733,45.492071,74c06d5d-7729-4e30-b45d-ed52fc8b05e7,"0",S14,365.342641995703
"9615","200431",Street,Rue Chomedey,"2100",TIAM,Tilia americana,Basswood,44,1/12/2012 12:00:00 AM,-73.584819,45.492116,e377cc63-ce7e-4542-bf15-560cc375659b,"0",S14,365.342641995703
"9618","200434",Street,Rue Chomedey,N/A,TIAM,Tilia americana,Basswood,37,1/12/2012 12:00:00 AM,-73.584106,45.491704,7f50f9a5-b533-4292-9d66-41c3f24eb394,"0",S14,365.342641995703
"9613","200429",Street,Rue Chomedey,"2100",TICO,Tilia cordata,Littleleaf European Linden,5,6/11/2018 12:00:00 AM,-73.584631,45.492013,5ae4c428-ba0a-44ae-ba2a-d66e4b818427,"0",S14,365.342641995703
"15529","205948",Street,Rue Sherbrooke Ouest,N/A,ACSA,Acer saccharinum,Silver Maple,30,3/6/2012 12:00:00 AM,-73.587224,45.491986,4785ff36-bc24-471a-89d3-cc0ce2bff470,"0",S15,877.500167971508
"15531","205950",Street,Rue Sherbrooke Ouest,N/A,ACSA,Acer saccharinum,Silver Maple,24,3/6/2012 12:00:00 AM,-73.587559,45.491738,74c6c4c3-8c41-456e-86bb-6f7803e7edd7,"0",S15,877.500167971508
"15532","205951",Street,Rue Sherbrooke Ouest,N/A,ACSA,Acer saccharinum,Silver Maple,23,3/6/2012 12:00:00 AM,-73.587818,45.491534,7d10319e-5465-452f-bd11-048dd707fdee,"0",S15,877.500167971508
"15533","205952",Street,Rue Sherbrooke Ouest,N/A,ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,24,3/6/2012 12:00:00 AM,-73.587052,45.492094,0648a969-e143-48e3-8b85-39e5f901360d,"0",S15,877.500167971508
"15534","205953",Street,Rue Sherbrooke Ouest,N/A,ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,7,3/6/2012 12:00:00 AM,-73.587455,45.491816,b737bc74-0ad0-439c-afca-8b047cec0ee3,"0",S15,877.500167971508
"15530","205949",Street,Rue Sherbrooke Ouest,N/A,FRPE,Fraxinus pennsylvanica,Red Ash,23,10/2/2014 12:00:00 AM,-73.587383,45.491869,81f04eb9-574c-45d2-a935-ee47c392a5bb,"0",S15,877.500167971508
"15535","205954",Street,Rue Sherbrooke Ouest,N/A,ACSA,Acer saccharinum,Silver Maple,37,3/6/2012 12:00:00 AM,-73.586562,45.492389,aae67a20-db9d-4545-9afe-b47184f09eab,"0",S16,1050.35095329489
"15536","205955",Street,Rue Sherbrooke Ouest,N/A,ACSA,Acer saccharinum,Silver Maple,33,3/6/2012 12:00:00 AM,-73.585954,45.492745,17663612-1063-4219-a12f-30d64261c782,"0",S16,1050.35095329489
"15537","205956",Street,Rue Sherbrooke Ouest,N/A,ACSA,Acer saccharinum,Silver Maple,50,3/6/2012 12:00:00 AM,-73.586879,45.492202,db499b53-e67e-40f6-9aae-b0dc49f9dce3,"0",S16,1050.35095329489
"15538","205957",Street,Rue Sherbrooke Ouest,N/A,ACSA,Acer saccharinum,Silver Maple,24,3/6/2012 12:00:00 AM,-73.586195,45.492615,505c3958-b399-49ec-b0d3-c4f5303be57d,"0",S16,1050.35095329489
"15541","205960",Street,Rue Sherbrooke Ouest,N/A,ACSA,Acer saccharinum,Silver Maple,28,3/6/2012 12:00:00 AM,-73.586484,45.492437,f847cfb9-777c-4500-bfb7-e8cf186718bf,"0",S16,1050.35095329489
"15542","205961",Street,Rue Sherbrooke Ouest,N/A,ACSA,Acer saccharinum,Silver Maple,30,3/6/2012 12:00:00 AM,-73.586636,45.492346,9cb6b5f7-dc50-4d51-967a-f14c6496244b,"0",S16,1050.35095329489
"15543","205962",Street,Rue Sherbrooke Ouest,N/A,ACSA,Acer saccharinum,Silver Maple,24,3/6/2012 12:00:00 AM,-73.586794,45.492252,b7c259be-1841-492f-94d4-9adedd759e79,"0",S16,1050.35095329489
